Iteration,Agent_ID,Average_Reward
1,0,-0.004791666666666667
1,1,0.002777777777777778
1,2,-0.000625
1,3,-0.0008333333333333334
1,4,0.011875000000000002
2,0,-0.9997916666666667
2,1,-0.00020833333333333335
2,2,0.0029166666666666664
2,3,0.00020833333333333335
2,4,0.0027083333333333334
3,0,-0.19999999999999998
3,1,0.0018750000000000001
3,2,0.0031250000000000006
3,3,0.00020833333333333335
3,4,0.007916666666666667
4,0,0.0
4,1,0.00020833333333333335
4,2,0.0025
4,3,0.000625
4,4,0.0031249999999999997
5,0,0.0
5,1,0.0022916666666666667
5,2,0.0031250000000000006
5,3,0.00020833333333333335
5,4,0.004791666666666666
6,0,0.0
6,1,0.0022916666666666667
6,2,0.0010416666666666667
6,3,0.002916666666666667
6,4,0.000625
7,0,0.0
7,1,0.0025
7,2,0.00020833333333333335
7,3,0.0
7,4,0.006458333333333333
8,0,0.0
8,1,0.000625
8,2,0.0031250000000000006
8,3,0.0014583333333333334
8,4,0.0008333333333333334
9,0,0.0
9,1,0.0027083333333333334
9,2,0.0010416666666666667
9,3,0.0
9,4,0.0031250000000000006
10,0,0.0
10,1,0.0027083333333333334
10,2,0.0014583333333333334
10,3,0.000625
10,4,0.0031249999999999997
11,0,0.0
11,1,0.0004166666666666667
11,2,0.003541666666666667
11,3,0.0
11,4,0.0033333333333333335
12,0,0.0
12,1,0.0
12,2,0.0008333333333333334
12,3,0.004583333333333334
12,4,0.003958333333333334
13,0,0.0
13,1,0.0014583333333333334
13,2,0.0004166666666666667
13,3,0.0010416666666666667
13,4,0.0016666666666666668
14,0,0.0
14,1,0.0016666666666666663
14,2,0.0010416666666666667
14,3,0.00020833333333333335
14,4,0.0016666666666666668
15,0,0.0
15,1,0.0043749999999999995
15,2,0.0014583333333333332
15,3,0.003958333333333334
15,4,0.0025
16,0,0.0
16,1,0.00020833333333333335
16,2,0.00020833333333333335
16,3,0.00020833333333333335
16,4,0.0010416666666666667
17,0,0.0
17,1,0.0
17,2,0.0
17,3,0.00125
17,4,0.0027083333333333334
18,0,0.0
18,1,0.0016666666666666668
18,2,0.0010416666666666667
18,3,0.0
18,4,0.0033333333333333327
19,0,0.0
19,1,0.0
19,2,0.0010416666666666667
19,3,0.00125
19,4,0.0031249999999999997
20,0,0.0
20,1,0.0014583333333333332
20,2,0.00020833333333333335
20,3,0.00020833333333333335
20,4,0.004791666666666667
21,0,0.0
21,1,0.0014583333333333332
21,2,0.002916666666666667
21,3,0.00020833333333333335
21,4,0.0027083333333333334
22,0,0.0
22,1,0.000625
22,2,0.0014583333333333332
22,3,0.0033333333333333335
22,4,0.0014583333333333334
23,0,0.0
23,1,0.0008333333333333334
23,2,0.0020833333333333333
23,3,0.0
23,4,0.003541666666666667
24,0,0.0
24,1,0.005
24,2,0.00375
24,3,0.0
24,4,0.00375
25,0,0.0
25,1,0.0022916666666666662
25,2,0.00020833333333333335
25,3,0.0022916666666666667
25,4,0.00125
26,0,0.0
26,1,0.00125
26,2,0.0004166666666666667
26,3,0.0033333333333333335
26,4,0.0014583333333333332
27,0,0.0
