Iteration,Average_Reward
1,0.001680555555555556
2,-0.19883333333333333
3,-0.037375000000000005
4,0.0012916666666666667
5,0.0020833333333333333
6,0.001375
7,0.0018333333333333333
8,0.0012083333333333334
9,0.0013750000000000001
10,0.001583333333333333
11,0.0014583333333333334
12,0.0018750000000000004
13,0.0009166666666666666
14,0.0009166666666666666
15,0.0024583333333333336
16,0.0003333333333333333
17,0.0007916666666666668
18,0.0012083333333333332
19,0.0010833333333333333
20,0.0013333333333333335
21,0.0014583333333333334
22,0.001375
23,0.0012916666666666667
24,0.0025
25,0.0012083333333333334
26,0.0012916666666666667
27,0.002
28,0.001125
29,0.001125
30,0.0014166666666666668
31,0.001125
32,0.0010833333333333333
33,0.001375
34,0.0017500000000000003
35,0.0015833333333333335
36,0.0008750000000000001
37,0.00075
38,0.0016666666666666666
39,0.0009583333333333333
40,0.0006666666666666668
41,0.0009166666666666666
42,0.001375
43,0.001583333333333333
44,0.0005833333333333334
45,0.0014583333333333334
46,0.0007916666666666668
47,0.0010833333333333333
48,0.0008333333333333333
49,0.0005
50,0.0014583333333333334
51,0.0011666666666666668
52,0.0019583333333333336
53,0.0018333333333333333
54,0.002375
55,0.0014166666666666668
56,0.002416666666666667
57,0.001125
58,0.001125
59,0.0009166666666666666
60,0.0009999999999999998
61,0.0013333333333333333
62,0.0012916666666666667
63,0.001125
64,0.001375
65,0.0007916666666666668
66,0.0015416666666666667
67,0.0014166666666666668
68,0.0014166666666666666
69,0.0017499999999999998
70,0.0017083333333333332
71,0.0010833333333333333
72,0.001875
73,0.0017083333333333332
74,0.0012083333333333334
75,0.0008749999999999999
76,0.0015416666666666667
77,0.0022083333333333334
78,0.0014166666666666666
79,0.00125
80,0.0011666666666666665
81,0.001125
82,0.0008333333333333333
83,0.0024583333333333336
84,0.0007916666666666665
85,0.0015
86,0.0007083333333333334
87,0.0002916666666666667
88,0.0020416666666666665
89,0.0015833333333333335
90,0.001
91,0.003125
92,0.0007916666666666668
93,0.0007083333333333334
94,0.0013750000000000001
95,0.000625
96,0.0012083333333333334
97,0.0007916666666666668
98,0.0014166666666666668
99,0.0011666666666666668
100,0.0014166666666666666
101,0.0011666666666666665
102,0.0007916666666666665
103,0.000375
104,0.0013333333333333333
105,0.0022916666666666667
106,0.001
107,0.0014583333333333334
108,0.0008333333333333333
109,0.0016250000000000001
110,0.001125
111,0.0007083333333333334
112,0.0012083333333333332
113,0.0016250000000000001
114,0.0010000000000000002
115,0.0009166666666666666
116,0.0013333333333333335
117,0.0010833333333333333
118,0.0010833333333333333
119,0.001125
120,0.0007083333333333334
121,0.0008750000000000001
122,0.0017499999999999998
123,0.0009166666666666666
124,0.0013333333333333333
125,0.0007916666666666668
126,0.0012083333333333334
127,0.0015833333333333335
128,0.002375
129,0.0007083333333333334
130,0.0005833333333333333
131,0.0010833333333333333
132,0.0015833333333333335
133,0.0007083333333333334
134,0.0017500000000000003
135,0.0009166666666666666
136,0.0017916666666666667
137,0.00125
138,0.0003333333333333333
139,0.00075
140,0.0015416666666666664
141,0.0012499999999999998
142,0.0005833333333333334
143,0.0009583333333333333
144,0.0010833333333333333
145,0.001125
146,0.0009166666666666666
147,0.0017916666666666667
148,0.0015
149,0.0005833333333333334
150,0.0022083333333333334
151,0.0016666666666666666
152,0.0008750000000000001
153,0.0009166666666666666
154,0.0019583333333333336
155,0.0014166666666666668
156,0.0013333333333333333
157,0.001125
158,0.0010416666666666669
159,0.0014166666666666668
160,0.0019583333333333336
161,0.0010833333333333333
162,0.001666666666666667
163,0.001875
164,0.0017083333333333332
165,0.0014583333333333336
166,0.00041666666666666664
167,0.0017083333333333336
168,0.0005833333333333334
169,0.00041666666666666664
170,0.0011666666666666668
171,0.0003333333333333334
172,0.0018333333333333333
173,0.0011666666666666668
174,0.0014166666666666668
175,0.001
176,0.001
177,0.0007916666666666668
178,0.001375
179,0.0012083333333333334
180,0.0010416666666666669
181,0.0005
182,0.0009166666666666666
183,0.0005833333333333334
184,0.00075
185,0.0009166666666666666
186,0.0010833333333333333
187,0.0011249999999999997
188,0.0018333333333333333
189,0.0017499999999999998
190,0.0012916666666666667
191,0.00125
192,0.0008750000000000001
193,0.0015833333333333335
194,0.00075
195,0.0018750000000000004
196,0.0015833333333333335
197,0.0016666666666666666
198,0.001375
199,0.0009999999999999998
200,0.0016250000000000001
201,0.0018750000000000004
202,0.000625
203,0.0021249999999999997
204,0.0021249999999999997
205,0.0010833333333333333
206,0.0012083333333333334
207,0.0010833333333333333
208,0.0018333333333333333
209,0.0019583333333333336
210,0.0017500000000000003
211,0.00125
212,0.0008750000000000001
213,0.0006666666666666666
214,0.0010833333333333333
215,0.00075
216,0.0005416666666666666
217,0.0011666666666666668
218,0.00125
219,0.000625
220,0.0008750000000000001
221,0.0007916666666666665
222,0.0006666666666666666
223,0.0010833333333333333
224,0.0009166666666666666
225,0.00125
226,0.0009583333333333333
227,0.001375
228,0.001583333333333333
229,0.0014166666666666666
230,0.0009583333333333334
231,0.0010833333333333333
232,0.0020416666666666665
233,0.0015833333333333335
234,0.0014166666666666668
235,0.0017916666666666667
236,0.001166666666666667
237,0.0010416666666666669
238,0.0012916666666666667
239,0.0009999999999999998
240,0.002
241,0.0015
242,0.0005
243,0.0008333333333333333
244,0.0016250000000000001
245,0.000625
246,0.0011666666666666668
247,0.0005833333333333333
248,0.0015833333333333335
249,0.002625
250,0.001666666666666667
251,0.0007916666666666665
252,0.0018333333333333333
253,0.0011666666666666665
254,0.0006666666666666666
255,0.00125
256,0.0012916666666666669
257,0.0019583333333333336
258,0.0004583333333333333
259,0.0009583333333333334
260,0.0012083333333333334
261,0.0009583333333333334
262,0.0005
263,0.0014166666666666668
264,0.0012499999999999998
265,0.0010416666666666669
266,0.000625
267,0.0014166666666666668
268,0.001375
269,0.0020833333333333337
270,0.0014166666666666668
271,0.0009166666666666666
272,0.0007083333333333334
273,0.000375
274,0.0008750000000000001
275,0.0014166666666666666
276,0.0004583333333333333
277,0.001
278,0.0012916666666666669
279,0.0010833333333333333
280,0.0009166666666666666
281,0.0011666666666666668
282,0.0019166666666666668
283,0.00125
284,0.0002916666666666667
285,0.0009583333333333334
286,0.0010833333333333333
287,0.0005416666666666666
288,0.000625
289,0.0012916666666666667
290,0.0013333333333333333
291,0.0016250000000000001
292,0.001875
293,0.0013750000000000001
294,0.0017916666666666667
295,0.0008750000000000001
296,0.0007083333333333333
297,0.0012083333333333334
298,0.00041666666666666664
299,0.0009166666666666666
300,0.0007083333333333334
301,0.0015833333333333335
302,0.002
303,0.0010416666666666669
304,0.001
305,0.001125
306,0.0017916666666666667
307,0.0017083333333333332
308,0.0012916666666666667
309,0.0010833333333333333
310,0.0013333333333333335
311,0.0014166666666666668
