Iteration,Agent_ID,Average_Reward
1,0,0.027708333333333335
1,1,0.027708333333333335
1,2,0.027708333333333335
1,3,0.027708333333333335
1,4,0.027708333333333335
2,0,0.012916666666666667
2,1,0.012916666666666667
2,2,0.012916666666666667
2,3,0.012916666666666667
2,4,0.012916666666666667
3,0,0.0008333333333333334
3,1,0.0008333333333333334
3,2,0.0008333333333333334
3,3,0.0008333333333333334
3,4,0.0008333333333333334
4,0,0.0014583333333333332
4,1,0.0014583333333333332
4,2,0.0014583333333333332
4,3,0.0014583333333333332
4,4,0.0014583333333333332
5,0,0.0027083333333333334
5,1,0.0027083333333333334
5,2,0.0027083333333333334
5,3,0.0027083333333333334
5,4,0.0027083333333333334
6,0,0.005625000000000001
6,1,0.005625000000000001
6,2,0.005625000000000001
6,3,0.005625000000000001
6,4,0.005625000000000001
7,0,0.01
7,1,0.01
7,2,0.01
7,3,0.01
7,4,0.01
8,0,0.0014583333333333334
8,1,0.0014583333333333334
8,2,0.0014583333333333334
8,3,0.0014583333333333334
8,4,0.0014583333333333334
9,0,0.0004166666666666667
9,1,0.0004166666666666667
9,2,0.0004166666666666667
9,3,0.0004166666666666667
9,4,0.0004166666666666667
10,0,0.0020833333333333333
10,1,0.0020833333333333333
10,2,0.0020833333333333333
10,3,0.0020833333333333333
10,4,0.0020833333333333333
11,0,0.012291666666666668
11,1,0.012291666666666668
11,2,0.012291666666666668
11,3,0.012291666666666668
11,4,0.012291666666666668
12,0,0.021041666666666667
12,1,0.021041666666666667
12,2,0.021041666666666667
12,3,0.021041666666666667
12,4,0.021041666666666667
13,0,0.004375
13,1,0.004375
13,2,0.004375
13,3,0.004375
13,4,0.004375
14,0,0.007291666666666668
14,1,0.007291666666666668
14,2,0.007291666666666668
14,3,0.007291666666666668
14,4,0.007291666666666668
15,0,0.0022916666666666667
15,1,0.0022916666666666667
15,2,0.0022916666666666667
15,3,0.0022916666666666667
15,4,0.0022916666666666667
16,0,0.005
16,1,0.005
16,2,0.005
16,3,0.005
16,4,0.005
17,0,0.004583333333333333
17,1,0.004583333333333333
17,2,0.004583333333333333
17,3,0.004583333333333333
17,4,0.004583333333333333
18,0,0.002291666666666667
18,1,0.002291666666666667
18,2,0.002291666666666667
18,3,0.002291666666666667
18,4,0.002291666666666667
19,0,0.004583333333333333
19,1,0.004583333333333333
19,2,0.004583333333333333
19,3,0.004583333333333333
19,4,0.004583333333333333
20,0,0.0075
20,1,0.0075
20,2,0.0075
20,3,0.0075
20,4,0.0075
21,0,0.005
21,1,0.005
21,2,0.005
21,3,0.005
21,4,0.005
22,0,0.008541666666666666
22,1,0.008541666666666666
22,2,0.008541666666666666
22,3,0.008541666666666666
22,4,0.008541666666666666
23,0,0.005833333333333334
23,1,0.005833333333333334
23,2,0.005833333333333334
23,3,0.005833333333333334
23,4,0.005833333333333334
24,0,0.007083333333333335
24,1,0.007083333333333335
24,2,0.007083333333333335
24,3,0.007083333333333335
24,4,0.007083333333333335
25,0,0.0043749999999999995
25,1,0.0043749999999999995
25,2,0.0043749999999999995
25,3,0.0043749999999999995
25,4,0.0043749999999999995
26,0,0.0014583333333333332
26,1,0.0014583333333333332
26,2,0.0014583333333333332
26,3,0.0014583333333333332
26,4,0.0014583333333333332
27,0,0.004583333333333333
27,1,0.004583333333333333
27,2,0.004583333333333333
27,3,0.004583333333333333
27,4,0.004583333333333333
28,0,0.005625000000000001
28,1,0.005625000000000001
28,2,0.005625000000000001
28,3,0.005625000000000001
28,4,0.005625000000000001
29,0,0.0075
29,1,0.0075
29,2,0.0075
29,3,0.0075
29,4,0.0075
30,0,0.005416666666666667
30,1,0.005416666666666667
30,2,0.005416666666666667
30,3,0.005416666666666667
30,4,0.005416666666666667
31,0,0.0025
31,1,0.0025
31,2,0.0025
31,3,0.0025
31,4,0.0025
32,0,0.002916666666666667
32,1,0.002916666666666667
32,2,0.002916666666666667
32,3,0.002916666666666667
32,4,0.002916666666666667
33,0,0.0014583333333333334
33,1,0.0014583333333333334
33,2,0.0014583333333333334
33,3,0.0014583333333333334
33,4,0.0014583333333333334
34,0,0.002916666666666667
34,1,0.002916666666666667
34,2,0.002916666666666667
34,3,0.002916666666666667
34,4,0.002916666666666667
35,0,0.0062499999999999995
35,1,0.0062499999999999995
35,2,0.0062499999999999995
35,3,0.0062499999999999995
35,4,0.0062499999999999995
36,0,0.00375
36,1,0.00375
36,2,0.00375
36,3,0.00375
36,4,0.00375
37,0,0.0027083333333333334
37,1,0.0027083333333333334
37,2,0.0027083333333333334
37,3,0.0027083333333333334
37,4,0.0027083333333333334
38,0,0.004375
38,1,0.004375
38,2,0.004375
38,3,0.004375
38,4,0.004375
39,0,0.008749999999999999
39,1,0.008749999999999999
39,2,0.008749999999999999
39,3,0.008749999999999999
39,4,0.008749999999999999
40,0,0.003958333333333334
40,1,0.003958333333333334
40,2,0.003958333333333334
40,3,0.003958333333333334
40,4,0.003958333333333334
41,0,0.0016666666666666668
41,1,0.0016666666666666668
41,2,0.0016666666666666668
41,3,0.0016666666666666668
41,4,0.0016666666666666668
42,0,0.008541666666666668
42,1,0.008541666666666668
42,2,0.008541666666666668
42,3,0.008541666666666668
42,4,0.008541666666666668
43,0,0.006875
43,1,0.006875
43,2,0.006875
43,3,0.006875
43,4,0.006875
44,0,0.005833333333333334
44,1,0.005833333333333334
44,2,0.005833333333333334
44,3,0.005833333333333334
44,4,0.005833333333333334
45,0,0.0025
45,1,0.0025
45,2,0.0025
45,3,0.0025
45,4,0.0025
46,0,0.00125
46,1,0.00125
46,2,0.00125
46,3,0.00125
46,4,0.00125
47,0,0.006458333333333334
47,1,0.006458333333333334
47,2,0.006458333333333334
47,3,0.006458333333333334
47,4,0.006458333333333334
48,0,0.0033333333333333335
48,1,0.0033333333333333335
48,2,0.0033333333333333335
48,3,0.0033333333333333335
48,4,0.0033333333333333335
49,0,0.0033333333333333335
49,1,0.0033333333333333335
49,2,0.0033333333333333335
49,3,0.0033333333333333335
49,4,0.0033333333333333335
50,0,0.0008333333333333334
50,1,0.0008333333333333334
50,2,0.0008333333333333334
50,3,0.0008333333333333334
50,4,0.0008333333333333334
51,0,0.007083333333333333
51,1,0.007083333333333333
51,2,0.007083333333333333
51,3,0.007083333333333333
51,4,0.007083333333333333
52,0,0.005
52,1,0.005
52,2,0.005
52,3,0.005
52,4,0.005
53,0,0.002916666666666667
53,1,0.002916666666666667
53,2,0.002916666666666667
53,3,0.002916666666666667
53,4,0.002916666666666667
54,0,0.0033333333333333335
54,1,0.0033333333333333335
54,2,0.0033333333333333335
54,3,0.0033333333333333335
54,4,0.0033333333333333335
55,0,0.003541666666666667
55,1,0.003541666666666667
55,2,0.003541666666666667
55,3,0.003541666666666667
55,4,0.003541666666666667
56,0,0.00375
56,1,0.00375
56,2,0.00375
56,3,0.00375
56,4,0.00375
57,0,0.008333333333333333
57,1,0.008333333333333333
57,2,0.008333333333333333
57,3,0.008333333333333333
57,4,0.008333333333333333
58,0,0.0031250000000000006
58,1,0.0031250000000000006
58,2,0.0031250000000000006
58,3,0.0031250000000000006
58,4,0.0031250000000000006
59,0,0.0022916666666666667
59,1,0.0022916666666666667
59,2,0.0022916666666666667
59,3,0.0022916666666666667
59,4,0.0022916666666666667
60,0,0.0022916666666666667
60,1,0.0022916666666666667
60,2,0.0022916666666666667
60,3,0.0022916666666666667
60,4,0.0022916666666666667
61,0,0.0033333333333333335
61,1,0.0033333333333333335
61,2,0.0033333333333333335
61,3,0.0033333333333333335
61,4,0.0033333333333333335
62,0,0.0035416666666666665
62,1,0.0035416666666666665
62,2,0.0035416666666666665
62,3,0.0035416666666666665
62,4,0.0035416666666666665
63,0,0.006041666666666667
63,1,0.006041666666666667
63,2,0.006041666666666667
63,3,0.006041666666666667
63,4,0.006041666666666667
64,0,0.009166666666666668
64,1,0.009166666666666668
64,2,0.009166666666666668
64,3,0.009166666666666668
64,4,0.009166666666666668
65,0,0.002916666666666667
65,1,0.002916666666666667
65,2,0.002916666666666667
65,3,0.002916666666666667
65,4,0.002916666666666667
66,0,0.008541666666666668
66,1,0.008541666666666668
66,2,0.008541666666666668
66,3,0.008541666666666668
66,4,0.008541666666666668
67,0,0.003958333333333334
67,1,0.003958333333333334
67,2,0.003958333333333334
67,3,0.003958333333333334
67,4,0.003958333333333334
68,0,0.0035416666666666665
68,1,0.0035416666666666665
68,2,0.0035416666666666665
68,3,0.0035416666666666665
68,4,0.0035416666666666665
69,0,0.0060416666666666665
69,1,0.0060416666666666665
69,2,0.0060416666666666665
69,3,0.0060416666666666665
69,4,0.0060416666666666665
70,0,0.0022916666666666667
70,1,0.0022916666666666667
70,2,0.0022916666666666667
70,3,0.0022916666666666667
70,4,0.0022916666666666667
71,0,0.004583333333333334
71,1,0.004583333333333334
71,2,0.004583333333333334
71,3,0.004583333333333334
71,4,0.004583333333333334
72,0,0.0033333333333333335
72,1,0.0033333333333333335
72,2,0.0033333333333333335
72,3,0.0033333333333333335
72,4,0.0033333333333333335
73,0,0.007291666666666666
73,1,0.007291666666666666
73,2,0.007291666666666666
73,3,0.007291666666666666
73,4,0.007291666666666666
74,0,0.002291666666666667
74,1,0.002291666666666667
74,2,0.002291666666666667
74,3,0.002291666666666667
74,4,0.002291666666666667
75,0,0.004166666666666667
75,1,0.004166666666666667
75,2,0.004166666666666667
75,3,0.004166666666666667
75,4,0.004166666666666667
76,0,0.005416666666666667
76,1,0.005416666666666667
76,2,0.005416666666666667
76,3,0.005416666666666667
76,4,0.005416666666666667
77,0,0.004166666666666667
77,1,0.004166666666666667
77,2,0.004166666666666667
77,3,0.004166666666666667
77,4,0.004166666666666667
78,0,0.0033333333333333335
78,1,0.0033333333333333335
78,2,0.0033333333333333335
78,3,0.0033333333333333335
78,4,0.0033333333333333335
79,0,0.0018750000000000001
79,1,0.0018750000000000001
79,2,0.0018750000000000001
79,3,0.0018750000000000001
79,4,0.0018750000000000001
80,0,0.005416666666666667
80,1,0.005416666666666667
80,2,0.005416666666666667
80,3,0.005416666666666667
80,4,0.005416666666666667
81,0,0.004166666666666667
81,1,0.004166666666666667
81,2,0.004166666666666667
81,3,0.004166666666666667
81,4,0.004166666666666667
82,0,0.0004166666666666667
82,1,0.0004166666666666667
82,2,0.0004166666666666667
82,3,0.0004166666666666667
82,4,0.0004166666666666667
83,0,0.004583333333333333
83,1,0.004583333333333333
83,2,0.004583333333333333
83,3,0.004583333333333333
83,4,0.004583333333333333
84,0,0.006458333333333334
84,1,0.006458333333333334
84,2,0.006458333333333334
84,3,0.006458333333333334
84,4,0.006458333333333334
85,0,0.006666666666666667
85,1,0.006666666666666667
85,2,0.006666666666666667
85,3,0.006666666666666667
85,4,0.006666666666666667
86,0,0.006666666666666667
86,1,0.006666666666666667
86,2,0.006666666666666667
86,3,0.006666666666666667
86,4,0.006666666666666667
87,0,0.003541666666666667
87,1,0.003541666666666667
87,2,0.003541666666666667
87,3,0.003541666666666667
87,4,0.003541666666666667
88,0,0.004791666666666667
88,1,0.004791666666666667
88,2,0.004791666666666667
88,3,0.004791666666666667
88,4,0.004791666666666667
89,0,0.004583333333333334
89,1,0.004583333333333334
89,2,0.004583333333333334
89,3,0.004583333333333334
89,4,0.004583333333333334
90,0,0.005
90,1,0.005
90,2,0.005
90,3,0.005
90,4,0.005
91,0,0.005208333333333333
91,1,0.005208333333333333
91,2,0.005208333333333333
91,3,0.005208333333333333
91,4,0.005208333333333333
92,0,0.0014583333333333334
92,1,0.0014583333333333334
92,2,0.0014583333333333334
92,3,0.0014583333333333334
92,4,0.0014583333333333334
93,0,0.006458333333333333
93,1,0.006458333333333333
93,2,0.006458333333333333
93,3,0.006458333333333333
93,4,0.006458333333333333
94,0,0.004166666666666667
94,1,0.004166666666666667
94,2,0.004166666666666667
94,3,0.004166666666666667
94,4,0.004166666666666667
95,0,0.004583333333333333
95,1,0.004583333333333333
95,2,0.004583333333333333
95,3,0.004583333333333333
95,4,0.004583333333333333
96,0,0.0043749999999999995
96,1,0.0043749999999999995
96,2,0.0043749999999999995
96,3,0.0043749999999999995
96,4,0.0043749999999999995
97,0,0.0033333333333333335
97,1,0.0033333333333333335
97,2,0.0033333333333333335
97,3,0.0033333333333333335
97,4,0.0033333333333333335
98,0,0.00020833333333333335
98,1,0.00020833333333333335
98,2,0.00020833333333333335
98,3,0.00020833333333333335
98,4,0.00020833333333333335
99,0,0.0031249999999999997
99,1,0.0031249999999999997
99,2,0.0031249999999999997
99,3,0.0031249999999999997
99,4,0.0031249999999999997
100,0,0.0037500000000000003
100,1,0.0037500000000000003
100,2,0.0037500000000000003
100,3,0.0037500000000000003
100,4,0.0037500000000000003
101,0,0.0022916666666666662
101,1,0.0022916666666666662
101,2,0.0022916666666666662
101,3,0.0022916666666666662
101,4,0.0022916666666666662
102,0,0.001875
102,1,0.001875
102,2,0.001875
102,3,0.001875
102,4,0.001875
103,0,0.0062499999999999995
103,1,0.0062499999999999995
103,2,0.0062499999999999995
103,3,0.0062499999999999995
103,4,0.0062499999999999995
104,0,0.0008333333333333334
104,1,0.0008333333333333334
104,2,0.0008333333333333334
104,3,0.0008333333333333334
104,4,0.0008333333333333334
105,0,0.006666666666666667
105,1,0.006666666666666667
105,2,0.006666666666666667
105,3,0.006666666666666667
105,4,0.006666666666666667
106,0,0.0016666666666666668
106,1,0.0016666666666666668
106,2,0.0016666666666666668
106,3,0.0016666666666666668
106,4,0.0016666666666666668
107,0,0.0031250000000000006
107,1,0.0031250000000000006
107,2,0.0031250000000000006
107,3,0.0031250000000000006
107,4,0.0031250000000000006
108,0,0.002916666666666667
108,1,0.002916666666666667
108,2,0.002916666666666667
108,3,0.002916666666666667
108,4,0.002916666666666667
109,0,0.005833333333333334
109,1,0.005833333333333334
109,2,0.005833333333333334
109,3,0.005833333333333334
109,4,0.005833333333333334
110,0,0.007916666666666667
110,1,0.007916666666666667
110,2,0.007916666666666667
110,3,0.007916666666666667
110,4,0.007916666666666667
111,0,0.0062499999999999995
111,1,0.0062499999999999995
111,2,0.0062499999999999995
111,3,0.0062499999999999995
111,4,0.0062499999999999995
112,0,0.0014583333333333334
112,1,0.0014583333333333334
112,2,0.0014583333333333334
112,3,0.0014583333333333334
112,4,0.0014583333333333334
113,0,0.0010416666666666667
113,1,0.0010416666666666667
113,2,0.0010416666666666667
113,3,0.0010416666666666667
113,4,0.0010416666666666667
114,0,0.005208333333333333
114,1,0.005208333333333333
114,2,0.005208333333333333
114,3,0.005208333333333333
114,4,0.005208333333333333
115,0,0.0035416666666666665
115,1,0.0035416666666666665
115,2,0.0035416666666666665
115,3,0.0035416666666666665
115,4,0.0035416666666666665
116,0,0.005833333333333334
116,1,0.005833333333333334
116,2,0.005833333333333334
116,3,0.005833333333333334
116,4,0.005833333333333334
117,0,0.00375
117,1,0.00375
117,2,0.00375
117,3,0.00375
117,4,0.00375
118,0,0.005
118,1,0.005
118,2,0.005
118,3,0.005
118,4,0.005
119,0,0.000625
119,1,0.000625
119,2,0.000625
119,3,0.000625
119,4,0.000625
120,0,0.005416666666666667
120,1,0.005416666666666667
120,2,0.005416666666666667
120,3,0.005416666666666667
120,4,0.005416666666666667
121,0,0.005416666666666667
121,1,0.005416666666666667
