Iteration,Average_Reward
1,0.027708333333333335
2,0.012916666666666665
3,0.0008333333333333333
4,0.0014583333333333332
5,0.0027083333333333334
6,0.005625000000000001
7,0.01
8,0.0014583333333333334
9,0.00041666666666666664
10,0.0020833333333333333
11,0.012291666666666668
12,0.021041666666666667
13,0.004375
14,0.007291666666666667
15,0.0022916666666666667
16,0.005
17,0.004583333333333333
18,0.002291666666666667
19,0.004583333333333333
20,0.0075
21,0.005
22,0.008541666666666666
23,0.005833333333333334
24,0.007083333333333335
25,0.0043749999999999995
26,0.0014583333333333332
27,0.004583333333333333
28,0.005625000000000001
29,0.0075
30,0.005416666666666667
31,0.0025
32,0.002916666666666667
33,0.0014583333333333334
34,0.002916666666666667
35,0.0062499999999999995
36,0.00375
37,0.0027083333333333334
38,0.004375
39,0.008749999999999999
40,0.003958333333333334
41,0.0016666666666666666
42,0.008541666666666668
43,0.006875000000000001
44,0.005833333333333334
45,0.0025
46,0.00125
47,0.006458333333333334
48,0.003333333333333333
49,0.003333333333333333
50,0.0008333333333333333
51,0.007083333333333333
52,0.005
53,0.002916666666666667
54,0.003333333333333333
55,0.0035416666666666665
56,0.00375
57,0.008333333333333333
58,0.0031250000000000006
59,0.0022916666666666667
60,0.0022916666666666667
61,0.003333333333333333
62,0.0035416666666666665
63,0.006041666666666667
64,0.009166666666666668
65,0.002916666666666667
66,0.008541666666666668
67,0.003958333333333334
68,0.0035416666666666665
69,0.0060416666666666665
70,0.0022916666666666667
71,0.004583333333333334
72,0.003333333333333333
73,0.007291666666666666
74,0.002291666666666667
75,0.004166666666666667
76,0.005416666666666667
77,0.004166666666666667
78,0.003333333333333333
79,0.0018750000000000004
80,0.005416666666666667
81,0.004166666666666667
82,0.00041666666666666664
83,0.004583333333333333
84,0.006458333333333334
85,0.006666666666666666
86,0.006666666666666666
87,0.0035416666666666665
88,0.004791666666666667
89,0.004583333333333334
90,0.005
91,0.005208333333333333
92,0.0014583333333333334
93,0.006458333333333332
94,0.004166666666666667
95,0.004583333333333333
96,0.0043749999999999995
97,0.003333333333333333
98,0.00020833333333333332
99,0.0031249999999999997
100,0.0037500000000000007
101,0.0022916666666666662
102,0.001875
103,0.0062499999999999995
104,0.0008333333333333333
105,0.006666666666666666
106,0.0016666666666666666
107,0.0031250000000000006
108,0.002916666666666667
109,0.005833333333333334
110,0.007916666666666667
111,0.0062499999999999995
112,0.0014583333333333334
113,0.0010416666666666667
114,0.005208333333333333
115,0.0035416666666666665
116,0.005833333333333334
117,0.00375
118,0.005
119,0.000625
120,0.005416666666666667
121,0.005416666666666667
122,0.005833333333333334
123,0.009375
124,0.00375
125,0.0062499999999999995
126,0.0037500000000000007
127,0.0037500000000000007
128,0.006041666666666667
129,0.005
130,0.0022916666666666667
131,0.0043749999999999995
132,0.006041666666666667
133,0.004791666666666666
134,0.0077083333333333335
135,0.004166666666666667
136,0.0035416666666666665
137,0.0031250000000000006
138,0.0031249999999999997
139,0.002916666666666667
140,0.003958333333333334
141,0.004375
142,0.004583333333333333
143,0.005208333333333333
144,0.0035416666666666665
145,0.004583333333333334
146,0.002916666666666667
147,0.005416666666666667
148,0.0031249999999999997
149,0.0025
150,0.007083333333333333
151,0.005
152,0.005
153,0.0027083333333333334
154,0.002291666666666667
155,0.0027083333333333334
156,0.004583333333333334
157,0.004791666666666666
158,0.003333333333333333
159,0.009375000000000001
160,0.004791666666666666
161,0.006041666666666667
162,0.00875
163,0.002916666666666667
164,0.004791666666666667
165,0.0031250000000000006
166,0.006874999999999999
167,0.0035416666666666665
168,0.0037500000000000007
169,0.004791666666666666
170,0.0025
171,0.006875000000000001
172,0.0027083333333333334
173,0.006458333333333332
174,0.006041666666666667
175,0.0033333333333333327
176,0.005625000000000001
177,0.0020833333333333333
178,0.005
179,0.0025
180,0.006666666666666666
181,0.005208333333333333
182,0.005
183,0.00875
184,0.0031249999999999997
185,0.005
186,0.0031250000000000006
187,0.005
188,0.0010416666666666667
189,0.0031250000000000006
190,0.0031250000000000006
191,0.006874999999999999
192,0.003333333333333333
193,0.0027083333333333334
194,0.006666666666666666
195,0.007291666666666666
196,0.006875000000000001
197,0.001875
198,0.002916666666666667
199,0.0010416666666666667
200,0.007083333333333333
201,0.005833333333333334
202,0.006041666666666667
203,0.008541666666666666
204,0.00375
205,0.001875
206,0.005
207,0.00041666666666666664
208,0.00125
209,0.004791666666666666
210,0.005
211,0.0027083333333333334
212,0.006250000000000001
213,0.004791666666666667
214,0.004583333333333333
215,0.0014583333333333334
216,0.0031249999999999997
217,0.005
218,0.008333333333333333
219,0.003333333333333333
220,0.0035416666666666665
221,0.009583333333333334
222,0.003333333333333333
223,0.0035416666666666665
224,0.004166666666666667
225,0.002291666666666667
226,0.0025
227,0.005
228,0.005416666666666667
229,0.005
230,0.0016666666666666666
231,0.005625000000000001
232,0.0031250000000000006
233,0.004166666666666667
234,0.005416666666666667
235,0.008541666666666668
236,0.00125
237,0.008541666666666668
238,0.0062499999999999995
239,0.00041666666666666664
240,0.003958333333333334
241,0.0043749999999999995
242,0.0020833333333333333
243,0.00125
244,0.003333333333333333
245,0.006458333333333332
246,0.0027083333333333334
247,0.0031250000000000006
248,0.0027083333333333334
249,0.0022916666666666667
250,0.0035416666666666665
251,0.008333333333333333
252,0.008749999999999999
253,0.005
254,0.005625000000000001
255,0.007291666666666666
256,0.0027083333333333334
257,0.005625000000000001
258,0.0077083333333333335
259,0.0022916666666666667
260,0.0025
261,0.003333333333333334
262,0.0016666666666666666
263,0.000625
264,0.0043749999999999995
265,0.004583333333333334
266,0.005208333333333333
267,0.0031249999999999997
268,0.006458333333333332
269,0.0025
270,0.0029166666666666664
271,0.005416666666666667
272,0.008541666666666666
273,0.0075
274,0.0031249999999999997
275,0.0018750000000000004
276,0.0016666666666666666
277,0.005208333333333333
278,0.004583333333333333
279,0.002916666666666667
280,0.003958333333333334
281,0.003958333333333334
282,0.0035416666666666665
283,0.003958333333333334
284,0.006041666666666667
285,0.008125
286,0.003333333333333333
287,0.003958333333333334
288,0.005833333333333334
289,0.001875
290,0.005625000000000001
291,0.009583333333333334
292,0.005208333333333333
293,0.0025
294,0.0027083333333333334
295,0.006458333333333332
296,0.007291666666666666
297,0.0025
298,0.004791666666666666
299,0.0035416666666666665
300,0.0035416666666666665
301,0.005
302,0.002916666666666667
303,0.005833333333333334
